ORF Localization
YBR126C below_threshold
YKL039W below_threshold
YDR284C below_threshold
YGL039W below_threshold
YPL165C below_threshold
YOR135C below_threshold
YMR272C below_threshold
YPL121C below_threshold
YMR301C below_threshold
YDR433W below_threshold
YPR064W below_threshold
YOL024W below_threshold
YOL080C below_threshold
YCL038C below_threshold
YMR271C below_threshold
YBR128C below_threshold
YHR002W mitochondria
YJL023C below_threshold
YFL040W below_threshold
YJL012C below_threshold
YOR333C below_threshold
YOR393W below_threshold
YLR251W below_threshold
YJL126W below_threshold
YPL087W below_threshold
YKL220C below_threshold
YMR152W below_threshold
YDR491C below_threshold
YPL019C below_threshold
YBR164C below_threshold
YOR374W below_threshold
YCR007C below_threshold
YNL275W below_threshold
YLR396C below_threshold
YFR037C below_threshold
YBL073W below_threshold
YKL036C below_threshold
YFR029W below_threshold
YAR033W below_threshold
YER119C below_threshold
YDR167W below_threshold
YAL069W below_threshold
YJL189W below_threshold
YKR012C below_threshold
YMR111C below_threshold
YNL331C below_threshold
YDR113C below_threshold
YNL288W below_threshold
YKL219W below_threshold
YJR045C below_threshold
YER080W below_threshold
YEL016C below_threshold
YCR050C below_threshold
YGR147C below_threshold
YCR009C below_threshold
YMR257C below_threshold
YNL203C below_threshold
YLR018C below_threshold
YIL111W below_threshold
YPR027C below_threshold
YOL085C below_threshold
YAL064W below_threshold
YMR242C below_threshold
YDR146C below_threshold
YLR377C below_threshold
YOL094C below_threshold
YLR279W below_threshold
YKR082W below_threshold
YML052W below_threshold
YPL003W below_threshold
YDR083W below_threshold
YFL059W below_threshold
YDR274C below_threshold
YEL013W below_threshold
YIL022W below_threshold
YLR160C below_threshold
YAL045C below_threshold
YKR061W below_threshold
YDR198C below_threshold
YOR389W below_threshold
YNR019W below_threshold
YHL012W below_threshold
YJL158C below_threshold
YMR278W below_threshold
YGL100W below_threshold
